"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2021-08-01,"All Cancers Combined (excluding Prostate)","Total",17185,NA,NA,16924.5833333333,1,NA,NA
2021-08-01,"All Cancers Combined (excluding Prostate)","TotalKnown",12430,NA,NA,12145.25,NA,NA,NA
2021-08-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",7123,0.573049074818986,0.414489380273494,6801.91666666667,0.401895664590463,55.1201912987116,56.8855075494467
2021-08-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",5307,0.426950925181014,0.308815827756765,5343.33333333333,0.315714320884315,43.1144924505533,44.8798087012884
2021-08-01,"Bladder","Stage I",227,0.495633187772926,0.287341772151899,193.083333333333,0.245887721532421,NA,NA
2021-08-01,"Bladder","Stage II",146,0.318777292576419,0.184810126582278,159.25,0.202801655523719,NA,NA
2021-08-01,"Bladder","Stage III",51,0.111353711790393,0.0645569620253165,55.8333333333333,0.0711026212458877,NA,NA
2021-08-01,"Bladder","Stage IV",34,0.074235807860262,0.0430379746835443,31.5,0.0401146131805158,NA,NA
2021-08-01,"Bladder","Unknown stage",332,NA,0.420253164556962,345.583333333333,0.440093388517457,NA,NA
2021-08-01,"Bladder","Total",790,NA,NA,785.25,1,NA,NA
2021-08-01,"Bladder","TotalKnown",458,NA,NA,439.666666666667,NA,NA,NA
2021-08-01,"Bladder","Early stages (I+II)",373,0.814410480349345,0.472151898734177,352.333333333333,0.448689377056139,76.1531412947026,83.597736935273
2021-08-01,"Bladder","Late stages (III+IV)",85,0.185589519650655,0.107594936708861,87.3333333333333,0.111217234426403,16.402263064727,23.8468587052975
2021-08-01,"Blood","Stage I",54,0.164133738601824,0.0545454545454545,60.5,0.0600545950864422,NA,NA
2021-08-01,"Blood","Stage II",57,0.173252279635258,0.0575757575757576,63.8333333333333,0.0633633882041525,NA,NA
2021-08-01,"Blood","Stage III",79,0.240121580547112,0.0797979797979798,83.0833333333333,0.0824716684589296,NA,NA
2021-08-01,"Blood","Stage IV",139,0.422492401215805,0.14040404040404,164,0.162792621391348,NA,NA
2021-08-01,"Blood","Unknown stage",661,NA,0.667676767676768,636,0.631317726859128,NA,NA
2021-08-01,"Blood","Total",990,NA,NA,1007.41666666667,1,NA,NA
2021-08-01,"Blood","TotalKnown",329,NA,NA,371.416666666667,NA,NA,NA
2021-08-01,"Blood","Early stages (I+II)",111,0.337386018237082,0.112121212121212,124.333333333333,0.123417983290595,28.8669938092365,38.4221888458811
2021-08-01,"Blood","Late stages (III+IV)",218,0.662613981762918,0.22020202020202,247.083333333333,0.245264289850277,61.5778111541188,71.1330061907635
2021-08-01,"Bowel","Stage I",567,0.22508932115919,0.181381957773512,559.5,0.174348853514763,NA,NA
2021-08-01,"Bowel","Stage II",667,0.264787614132592,0.213371721049264,684.666666666667,0.213352722740139,NA,NA
2021-08-01,"Bowel","Stage III",785,0.311631599841207,0.251119641714651,839.833333333333,0.261705055960944,NA,NA
2021-08-01,"Bowel","Stage IV",500,0.198491464867011,0.159948816378759,509,0.15861227245579,NA,NA
2021-08-01,"Bowel","Unknown stage",607,NA,0.194177863083813,616.083333333333,0.191981095328365,NA,NA
2021-08-01,"Bowel","Total",3126,NA,NA,3209.08333333333,1,NA,NA
2021-08-01,"Bowel","TotalKnown",2519,NA,NA,2593,NA,NA,NA
2021-08-01,"Bowel","Early stages (I+II)",1234,0.489876935291782,0.394753678822777,1244.16666666667,0.387701576254901,46.0632250197915,49.9062375628723
2021-08-01,"Bowel","Late stages (III+IV)",1285,0.510123064708218,0.41106845809341,1348.83333333333,0.420317328416734,50.0937624371277,53.9367749802085
2021-08-01,"Breast","Stage I",1203,0.40765842087428,0.306966062771115,1166.75,0.305298735281291,NA,NA
2021-08-01,"Breast","Stage II",1348,0.456794307014571,0.343965297269712,1220.41666666667,0.319341474051461,NA,NA
2021-08-01,"Breast","Stage III",263,0.0891223314130803,0.06710895636642,297.166666666667,0.0777583951155691,NA,NA
2021-08-01,"Breast","Stage IV",137,0.0464249406980684,0.0349578974228119,146.75,0.0383994766681204,NA,NA
2021-08-01,"Breast","Unknown stage",968,NA,0.247001786169941,990.583333333333,0.259201918883559,NA,NA
2021-08-01,"Breast","Total",3919,NA,NA,3821.66666666667,1,NA,NA
2021-08-01,"Breast","TotalKnown",2951,NA,NA,2831.08333333333,NA,NA,NA
2021-08-01,"Breast","Early stages (I+II)",2551,0.864452727888851,0.650931360040827,2387.16666666667,0.624640209332752,82.9340933076021,85.612698670025
2021-08-01,"Breast","Late stages (III+IV)",400,0.135547272111149,0.102066853789232,443.916666666667,0.116157871783689,14.387301329975,17.0659066923979
2021-08-01,"Cervical","Stage I",62,0.5,0.322916666666667,78,0.353875236294896,NA,NA
2021-08-01,"Cervical","Stage II",20,0.161290322580645,0.104166666666667,23.8333333333333,0.10812854442344,NA,NA
2021-08-01,"Cervical","Stage III",24,0.193548387096774,0.125,27.4166666666667,0.124385633270321,NA,NA
2021-08-01,"Cervical","Stage IV",18,0.145161290322581,0.09375,20,0.0907372400756144,NA,NA
2021-08-01,"Cervical","Unknown stage",68,NA,0.354166666666667,71.1666666666667,0.322873345935728,NA,NA
2021-08-01,"Cervical","Total",192,NA,NA,220.416666666667,1,NA,NA
2021-08-01,"Cervical","TotalKnown",124,NA,NA,149.25,NA,NA,NA
2021-08-01,"Cervical","Early stages (I+II)",82,0.661290322580645,0.427083333333333,101.833333333333,0.462003780718336,60.3833134761296,75.1618874683602
2021-08-01,"Cervical","Late stages (III+IV)",42,0.338709677419355,0.21875,47.4166666666667,0.215122873345936,24.8381125316398,39.6166865238704
2021-08-01,"Gynaecological","Stage I",475,0.539772727272727,0.34370477568741,500.666666666667,0.360580962669547,NA,NA
2021-08-01,"Gynaecological","Stage II",69,0.0784090909090909,0.0499276410998553,80.6666666666667,0.0580962669547473,NA,NA
2021-08-01,"Gynaecological","Stage III",192,0.218181818181818,0.138929088277858,181.833333333333,0.130956667867003,NA,NA
2021-08-01,"Gynaecological","Stage IV",144,0.163636363636364,0.104196816208394,139.25,0.100288080662586,NA,NA
2021-08-01,"Gynaecological","Unknown stage",502,NA,0.363241678726483,486.083333333333,0.350078021846117,NA,NA
2021-08-01,"Gynaecological","Total",1382,NA,NA,1388.5,1,NA,NA
2021-08-01,"Gynaecological","TotalKnown",880,NA,NA,902.416666666667,NA,NA,NA
2021-08-01,"Gynaecological","Early stages (I+II)",544,0.618181818181818,0.393632416787265,581.333333333333,0.418677229624295,61.240894747384,67.4760891538687
2021-08-01,"Gynaecological","Late stages (III+IV)",336,0.381818181818182,0.243125904486252,321.083333333333,0.231244748529588,32.5239108461313,38.759105252616
2021-08-01,"Hodgkin Lymphoma","Stage I",2,0.0377358490566038,0.0172413793103448,6.5,0.0452173913043478,NA,NA
2021-08-01,"Hodgkin Lymphoma","Stage II",18,0.339622641509434,0.155172413793103,21.3333333333333,0.148405797101449,NA,NA
2021-08-01,"Hodgkin Lymphoma","Stage III",14,0.264150943396226,0.120689655172414,14.9166666666667,0.103768115942029,NA,NA
2021-08-01,"Hodgkin Lymphoma","Stage IV",19,0.358490566037736,0.163793103448276,22.1666666666667,0.154202898550725,NA,NA
2021-08-01,"Hodgkin Lymphoma","Unknown stage",63,NA,0.543103448275862,78.8333333333333,0.548405797101449,NA,NA
2021-08-01,"Hodgkin Lymphoma","Total",116,NA,NA,143.75,1,NA,NA
2021-08-01,"Hodgkin Lymphoma","TotalKnown",53,NA,NA,64.9166666666667,NA,NA,NA
2021-08-01,"Hodgkin Lymphoma","Early stages (I+II)",20,0.377358490566038,0.172413793103448,27.8333333333333,0.193623188405797,31.5690149843178,54.9780295512399
2021-08-01,"Hodgkin Lymphoma","Late stages (III+IV)",33,0.622641509433962,0.28448275862069,37.0833333333333,0.257971014492754,45.0219704487601,68.4309850156822
2021-08-01,"Kidney","Stage I",206,0.528205128205128,0.287709497206704,216.416666666667,0.28984375,NA,NA
2021-08-01,"Kidney","Stage II",27,0.0692307692307692,0.0377094972067039,31.9166666666667,0.0427455357142857,NA,NA
2021-08-01,"Kidney","Stage III",90,0.230769230769231,0.125698324022346,110.5,0.147991071428571,NA,NA
2021-08-01,"Kidney","Stage IV",67,0.171794871794872,0.0935754189944134,69.9166666666667,0.0936383928571429,NA,NA
2021-08-01,"Kidney","Unknown stage",326,NA,0.455307262569832,317.916666666667,0.42578125,NA,NA
2021-08-01,"Kidney","Total",716,NA,NA,746.666666666667,1,NA,NA
2021-08-01,"Kidney","TotalKnown",390,NA,NA,428.75,NA,NA,NA
2021-08-01,"Kidney","Early stages (I+II)",233,0.597435897435897,0.325418994413408,248.333333333333,0.332589285714286,53.1972199264827,62.5027356047284
2021-08-01,"Kidney","Late stages (III+IV)",157,0.402564102564103,0.21927374301676,180.416666666667,0.241629464285714,37.4972643952716,46.8027800735172
2021-08-01,"Lung","Stage I",589,0.214493809176985,0.18562874251497,562.666666666667,0.184385155247276,NA,NA
2021-08-01,"Lung","Stage II",215,0.0782957028404953,0.0677592184052947,196.833333333333,0.0645020344629837,NA,NA
2021-08-01,"Lung","Stage III",626,0.227967953386744,0.197289631263788,555.833333333333,0.182145880553811,NA,NA
2021-08-01,"Lung","Stage IV",1316,0.479242534595776,0.414749448471478,1274.66666666667,0.417706655015156,NA,NA
2021-08-01,"Lung","Unknown stage",427,NA,0.134572959344469,461.583333333333,0.151260274720773,NA,NA
2021-08-01,"Lung","Total",3173,NA,NA,3051.58333333333,1,NA,NA
2021-08-01,"Lung","TotalKnown",2746,NA,NA,2590,NA,NA,NA
2021-08-01,"Lung","Early stages (I+II)",804,0.29278951201748,0.253387960920265,759.5,0.24888718971026,27.6027124976993,31.107177177403
2021-08-01,"Lung","Late stages (III+IV)",1942,0.70721048798252,0.612039079735266,1830.5,0.599852535568967,68.892822822597,72.3972875023007
2021-08-01,"Melanoma Skin","Stage I",696,0.664756446991404,0.536209553158706,534.75,0.476675085425643,NA,NA
2021-08-01,"Melanoma Skin","Stage II",280,0.267430754536772,0.215716486902928,259.583333333333,0.231392066557718,NA,NA
2021-08-01,"Melanoma Skin","Stage III",50,0.0477554918815664,0.0385208012326656,48.9166666666667,0.0436042192839103,NA,NA
2021-08-01,"Melanoma Skin","Stage IV",21,0.0200573065902579,0.0161787365177196,22.5833333333333,0.0201307383746843,NA,NA
2021-08-01,"Melanoma Skin","Unknown stage",251,NA,0.193374422187982,256,0.228197890358045,NA,NA
2021-08-01,"Melanoma Skin","Total",1298,NA,NA,1121.83333333333,1,NA,NA
2021-08-01,"Melanoma Skin","TotalKnown",1047,NA,NA,865.833333333333,NA,NA,NA
2021-08-01,"Melanoma Skin","Early stages (I+II)",976,0.932187201528176,0.751926040061633,794.333333333333,0.708067151983361,89.7190911389055,93.3962687467139
2021-08-01,"Melanoma Skin","Late stages (III+IV)",71,0.0678127984718243,0.0546995377503852,71.5,0.0637349576585946,6.60373125328606,10.2809088610944
2021-08-01,"Non-Hodgkin Lymphoma","Stage I",44,0.176706827309237,0.0561224489795918,47.6666666666667,0.06013456686291,NA,NA
2021-08-01,"Non-Hodgkin Lymphoma","Stage II",37,0.14859437751004,0.0471938775510204,41.5,0.0523549201009251,NA,NA
2021-08-01,"Non-Hodgkin Lymphoma","Stage III",60,0.240963855421687,0.076530612244898,65.3333333333333,0.0824222035323802,NA,NA
2021-08-01,"Non-Hodgkin Lymphoma","Stage IV",108,0.433734939759036,0.137755102040816,133.5,0.168418839360807,NA,NA
2021-08-01,"Non-Hodgkin Lymphoma","Unknown stage",535,NA,0.682397959183674,504.666666666667,0.636669470142977,NA,NA
2021-08-01,"Non-Hodgkin Lymphoma","Total",784,NA,NA,792.666666666667,1,NA,NA
2021-08-01,"Non-Hodgkin Lymphoma","TotalKnown",249,NA,NA,288,NA,NA,NA
2021-08-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",81,0.325301204819277,0.103316326530612,89.1666666666667,0.112489486963835,25.9010441471129,36.5214755627939
2021-08-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",168,0.674698795180723,0.214285714285714,198.833333333333,0.250841042893188,63.4785244372061,74.0989558528871
2021-08-01,"Oesophageal","Stage I",23,0.0430711610486891,0.0325779036827195,24.25,0.0346593616007623,NA,NA
2021-08-01,"Oesophageal","Stage II",123,0.230337078651685,0.174220963172805,122.833333333333,0.17555979037637,NA,NA
2021-08-01,"Oesophageal","Stage III",147,0.275280898876405,0.208215297450425,143.5,0.205097665555026,NA,NA
2021-08-01,"Oesophageal","Stage IV",241,0.451310861423221,0.341359773371105,241.833333333333,0.34564078132444,NA,NA
2021-08-01,"Oesophageal","Unknown stage",172,NA,0.243626062322946,167.25,0.239042401143402,NA,NA
2021-08-01,"Oesophageal","Total",706,NA,NA,699.666666666667,1,NA,NA
2021-08-01,"Oesophageal","TotalKnown",534,NA,NA,532.416666666667,NA,NA,NA
2021-08-01,"Oesophageal","Early stages (I+II)",146,0.273408239700375,0.206798866855524,147.083333333333,0.210219151977132,23.9979830657323,31.5737857007597
2021-08-01,"Oesophageal","Late stages (III+IV)",388,0.726591760299625,0.54957507082153,385.333333333333,0.550738446879466,68.4262142992403,76.0020169342677
2021-08-01,"Oesophago-gastric","Stage I",44,0.0575916230366492,0.0411599625818522,50,0.0479424690371554,NA,NA
2021-08-01,"Oesophago-gastric","Stage II",157,0.205497382198953,0.146866230121609,156.25,0.149820215741111,NA,NA
2021-08-01,"Oesophago-gastric","Stage III",211,0.276178010471204,0.197380729653882,194.833333333333,0.186815821014782,NA,NA
2021-08-01,"Oesophago-gastric","Stage IV",352,0.460732984293194,0.329279700654818,345.666666666667,0.331442269276868,NA,NA
2021-08-01,"Oesophago-gastric","Unknown stage",305,NA,0.285313376987839,296.166666666667,0.283979224930084,NA,NA
2021-08-01,"Oesophago-gastric","Total",1069,NA,NA,1042.91666666667,1,NA,NA
2021-08-01,"Oesophago-gastric","TotalKnown",764,NA,NA,746.75,NA,NA,NA
2021-08-01,"Oesophago-gastric","Early stages (I+II)",201,0.263089005235602,0.188026192703461,206.25,0.197762684778266,24.5335317937533,30.9349196425096
2021-08-01,"Oesophago-gastric","Late stages (III+IV)",563,0.736910994764398,0.5266604303087,540.5,0.51825809029165,69.0650803574904,75.4664682062467
2021-08-01,"Ovarian","Stage I",92,0.319444444444444,0.177606177606178,85.8333333333333,0.179286335944299,NA,NA
2021-08-01,"Ovarian","Stage II",19,0.0659722222222222,0.0366795366795367,21,0.0438642297650131,NA,NA
2021-08-01,"Ovarian","Stage III",100,0.347222222222222,0.193050193050193,87.75,0.183289817232376,NA,NA
2021-08-01,"Ovarian","Stage IV",77,0.267361111111111,0.148648648648649,74.0833333333333,0.154743255004352,NA,NA
2021-08-01,"Ovarian","Unknown stage",230,NA,0.444015444015444,210.083333333333,0.43881636205396,NA,NA
2021-08-01,"Ovarian","Total",518,NA,NA,478.75,1,NA,NA
2021-08-01,"Ovarian","TotalKnown",288,NA,NA,268.666666666667,NA,NA,NA
2021-08-01,"Ovarian","Early stages (I+II)",111,0.385416666666667,0.214285714285714,106.833333333333,0.223150565709312,34.0960197522202,45.7210958285954
2021-08-01,"Ovarian","Late stages (III+IV)",177,0.614583333333333,0.341698841698842,161.833333333333,0.338033072236728,54.2789041714046,65.9039802477798
2021-08-01,"Pancreatic","Stage I",39,0.11271676300578,0.054016620498615,46.6666666666667,0.0622498888394842,NA,NA
2021-08-01,"Pancreatic","Stage II",57,0.164739884393064,0.0789473684210526,57.5,0.0767007558915073,NA,NA
2021-08-01,"Pancreatic","Stage III",46,0.132947976878613,0.0637119113573407,61.8333333333333,0.0824811027123166,NA,NA
2021-08-01,"Pancreatic","Stage IV",204,0.589595375722543,0.282548476454294,210.333333333333,0.280569141840818,NA,NA
2021-08-01,"Pancreatic","Unknown stage",376,NA,0.520775623268698,373.333333333333,0.497999110715874,NA,NA
2021-08-01,"Pancreatic","Total",722,NA,NA,749.666666666667,1,NA,NA
2021-08-01,"Pancreatic","TotalKnown",346,NA,NA,376.333333333333,NA,NA,NA
2021-08-01,"Pancreatic","Early stages (I+II)",96,0.277456647398844,0.132963988919668,104.166666666667,0.138950644730992,23.4018062885359,32.4079939751451
2021-08-01,"Pancreatic","Late stages (III+IV)",250,0.722543352601156,0.346260387811634,272.166666666667,0.363050244553135,67.5920060248549,76.5981937114641
2021-08-01,"Prostate","Stage I",887,0.350039463299132,0.262038404726736,798.333333333333,0.253606882859034,NA,NA
2021-08-01,"Prostate","Stage II",404,0.159431728492502,0.119350073855244,356.416666666667,0.113223031105228,NA,NA
2021-08-01,"Prostate","Stage III",755,0.297947908445146,0.223042836041359,680.25,0.216095301125083,NA,NA
2021-08-01,"Prostate","Stage IV",488,0.19258089976322,0.144165435745938,480,0.152481800132363,NA,NA
2021-08-01,"Prostate","Unknown stage",851,NA,0.251403249630724,832.916666666667,0.264592984778293,NA,NA
2021-08-01,"Prostate","Total",3385,NA,NA,3147.91666666667,1,NA,NA
2021-08-01,"Prostate","TotalKnown",2534,NA,NA,2315,NA,NA,NA
2021-08-01,"Prostate","Early stages (I+II)",1291,0.509471191791634,0.381388478581979,1154.75,0.366829913964262,47.8463269641573,51.9164856257644
2021-08-01,"Prostate","Late stages (III+IV)",1243,0.490528808208366,0.367208271787297,1160.25,0.368577101257445,48.0835143742356,52.1536730358427
2021-08-01,"Stomach","Stage I",21,0.091304347826087,0.0578512396694215,25.75,0.0750182083029862,NA,NA
2021-08-01,"Stomach","Stage II",34,0.147826086956522,0.09366391184573,33.4166666666667,0.0973537266326778,NA,NA
2021-08-01,"Stomach","Stage III",64,0.278260869565217,0.176308539944904,51.3333333333333,0.149550861859675,NA,NA
2021-08-01,"Stomach","Stage IV",111,0.482608695652174,0.305785123966942,103.833333333333,0.302500606943433,NA,NA
2021-08-01,"Stomach","Unknown stage",133,NA,0.366391184573003,128.916666666667,0.375576596261228,NA,NA
2021-08-01,"Stomach","Total",363,NA,NA,343.25,1,NA,NA
2021-08-01,"Stomach","TotalKnown",230,NA,NA,214.333333333333,NA,NA,NA
2021-08-01,"Stomach","Early stages (I+II)",55,0.239130434782609,0.151515151515152,59.1666666666667,0.172371934935664,22.0542997495657,33.9442832891999
2021-08-01,"Stomach","Late stages (III+IV)",175,0.760869565217391,0.482093663911846,155.166666666667,0.452051468803108,66.0557167108001,77.9457002504343
2021-08-01,"Urological excl prostate","Stage I",433,0.51061320754717,0.287516600265604,409.5,0.267312190610891,NA,NA
2021-08-01,"Urological excl prostate","Stage II",173,0.204009433962264,0.114873837981408,191.166666666667,0.124789207419899,NA,NA
2021-08-01,"Urological excl prostate","Stage III",141,0.16627358490566,0.0936254980079681,166.333333333333,0.108578578034053,NA,NA
2021-08-01,"Urological excl prostate","Stage IV",101,0.119103773584906,0.0670650730411687,101.416666666667,0.0662024696730675,NA,NA
2021-08-01,"Urological excl prostate","Unknown stage",658,NA,0.436918990703851,663.5,0.43311755426209,NA,NA
2021-08-01,"Urological excl prostate","Total",1506,NA,NA,1531.91666666667,1,NA,NA
2021-08-01,"Urological excl prostate","TotalKnown",848,NA,NA,868.416666666667,NA,NA,NA
2021-08-01,"Urological excl prostate","Early stages (I+II)",606,0.714622641509434,0.402390438247012,600.666666666667,0.392101398030789,66.0178106842079,72.1494080482808
2021-08-01,"Urological excl prostate","Late stages (III+IV)",242,0.285377358490566,0.160690571049137,267.75,0.174781047707121,27.8505919517192,33.9821893157921
